name,description,link,facebook,linkedin,instagram,youtube,website
Impact,"Impact's purpose is to raise money for Four Diamonds and to participate in the Penn State's THON. We are paired with a Four Diamonds Family as well! If you would like more information, please visit our website impactpsu.weebly.com",https://orgcentral.psu.edu/organization/impact,https://www.facebook.com/profile.php,https://www.linkedin.com/company/impact-benefitting-thon,https://www.instagram.com/impact_psu,N/A,https://go.microsoft.com/fwlink
Impact Church,Impact is a student ministry at Penn State University. Our mission is to help students develop and strengthen their relationships with Jesus Christ while equipping them to impact their spheres of influence throughout life.,https://orgcentral.psu.edu/organization/impactchurch,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Incarnation Campus Fellowship,"The purpose of the Incarnation campus Fellowship is to help students group in their love and knowledge of God in Jesus Christ through Sunday worship services, small groups, and discipleship. Incarnation Campus Fellowship i...",https://orgcentral.psu.edu/organization/incarnation-campus-fellowship,https://www.facebook.com/IncarnationStateCollege,N/A,https://www.instagram.com/incarnationchurch,N/A,https://go.microsoft.com/fwlink
Indian Culture and Language Club,The purpose of the Indian Culture and Language Club is to spread the vast Indian Culture on campus through hosting diverse events and festivals on campus.,https://orgcentral.psu.edu/organization/iclc,https://www.facebook.com/iclcpsu,https://www.linkedin.com/company/iclcpsu,https://www.instagram.com/iclc_psu,https://www.youtube.com/channel/UC2-mCxi7wd9wvJK3IqklrrQ,https://go.microsoft.com/fwlink
Indian Graduate Student Association,Provides an academic and social platform for Indian Graduate students and postdoctoral fellows; serves as the primary body of contact for prospective Indian Graduate students.,https://orgcentral.psu.edu/organization/igsa,https://www.facebook.com/groups,N/A,https://instagram.com/psu.igsa,https://www.youtube.com/channel/UCQwYsRh4aIjHQJ4NEwT0gjA,https://go.microsoft.com/fwlink
Indigenous Peoples' Student Association,"The Indigenous Peoples Student Association (IPSA) plays a pivotal role in creating a supportive and inclusive environment for indigenous students, allies, faculty, and staff within the Penn State community.",https://orgcentral.psu.edu/organization/ipsa,https://www.facebook.com/ipsa.we.are,N/A,https://www.instagram.com/ipsa_psu,N/A,https://sites.psu.edu/indigenouspeoplesstudentassociation
Indonesian Student Association,Promotes friendship and cooperation among the members and enriches multicultural diversity of the University community to Indonesian culture.,https://orgcentral.psu.edu/organization/permias,N/A,N/A,https://www.instagram.com/permiaspennstate,N/A,https://go.microsoft.com/fwlink
Infinity,"Infinity benefits THON with the main goal of raising money for patients and families affected by pediatric cancer. Our organization centralizes in the health and wellness component of THON, while also promoting leadership opportunities for its members.",https://orgcentral.psu.edu/organization/infinitypsu,N/A,N/A,https://www.instagram.com/infinitypsu,N/A,https://go.microsoft.com/fwlink
Information Sciences and Technology Living and Learning Community,"The Information Sciences and Technology Living Learning Community is a unique living environment that fosters student interaction, both social and academic.",https://orgcentral.psu.edu/organization/ist-llc,N/A,https://linkedin.com/company/psu-ist-llc,https://www.instagram.com/ist.llc,N/A,https://go.microsoft.com/fwlink
Information Sciences and Technology Principium,"WE ARE IST Principium. Our goal is to provide resources for coding, projects, and leadership experiences to the students of the college of IST (students from other colleges are more than welcome) to help them on their path towards success.",https://orgcentral.psu.edu/organization/istprincipium,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Information Sciences and Technology Undergraduate Student Council,"Empowering IST students through unity, advocacy, and innovation. ISTUSC: Your voice, our mission. Together, we build a vibrant academic community and shape a future filled with possibilities",https://orgcentral.psu.edu/organization/ist-student-government,N/A,N/A,https://www.instagram.com/ist.usc,N/A,https://go.microsoft.com/fwlink
INFORMS,INFORMS is a leading international association for Operations Research &amp; Analytics professionals. The INFORMS Penn State Student Chapter provides an extension of the national chapter mission by offering opportunities for learning and career advancement.,https://orgcentral.psu.edu/organization/informspsu,https://www.facebook.com/informspsu,N/A,N/A,N/A,http://sites.psu.edu/informspsu
Infusion,To promote and spread awareness of multiculturalism and diversity through dance on campus and throughout the entire State College community. This will be facilitated through the annual dance competition held at Eisenhower auditorium.,https://orgcentral.psu.edu/organization/infusion,https://www.facebook.com/pennstateinfusion,https://www.linkedin.com/company/penn-state-infusion,https://www.instagram.com/pennstateinfusion,https://www.youtube.com/user/pennstateinfusion,https://go.microsoft.com/fwlink
"Institute of Electrical and Electronic Engineers, Penn State Chapter","IEEE fosters the professional and technical growth of future electrical engineers, computer engineers, and computer scientists.",https://orgcentral.psu.edu/organization/psuieee,N/A,https://www.linkedin.com/company/official-penn-state-ieee,https://www.instagram.com/psu_ieee,N/A,https://sites.psu.edu/psuieee
Institute of Industrial and Systems Engineers,"IISE is a student society that focuses on bringing IE students together to engage in academic, professional development, and social events to prepare them for life in the field of Industrial Engineering.",https://orgcentral.psu.edu/organization/institute-of-industrial-engineers,N/A,https://www.linkedin.com/company/iise-penn-state,https://instagram.com/iise.psu,N/A,https://sites.psu.edu/psuiie
Institute of Nuclear Materials Management Student Chapter,"To promote nuclear materials management, protection, nonproliferation and research; improve qualifications and preparation of those who are, or seek to be employed in areas of nuclear materials management; to disseminate i...",https://orgcentral.psu.edu/organization/inmm,N/A,N/A,N/A,N/A,http://www.sites.psu.edu/inmm
Institute of Transportation Engineers,Promotes the advancement of transportation and traffic engineering by fostering a close association of students within this profession and the National Institute.,https://orgcentral.psu.edu/organization/pennstateite,https://www.facebook.com/pennstateite,N/A,https://www.instagram.com/pennstateite,N/A,http://sites.psu.edu/pennstateite
Integrative and Biomedical Physiology Graduate Student Association,"The IBMP GSA is a collective of graduate students conducting research in physiology. Our goal is to foster an environment of community, mentorship, and collaboration through social engagement and career development opportunities.",https://orgcentral.psu.edu/organization/ibmp,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Interdisciplinary Research Exchange,"We provide a platform for graduate students and postdoctoral scholars in science and engineering disciplines to improve research communication skills, foster professional development, and encourage interdisciplinary collaboration.",https://orgcentral.psu.edu/organization/ire,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Interfraternity Council,"Composed of 36 chapters and roughly 3500 students, Penn State’s Interfraternity Council is the largest in the nation. We are entirely student run and represent fraternities spanning all sizes, ethnicities, and histories.",https://orgcentral.psu.edu/organization/pennstateifc,N/A,https://www.linkedin.com/company/psuifc,https://www.instagram.com/pennstateifc,N/A,https://go.microsoft.com/fwlink
International Affairs and Debate Association,"The Penn State International Affairs and Debate Association is dedicated to increasing the awareness and knowledge of international relations and diplomacy, the function of international bodies, and the diversity of the wo...",https://orgcentral.psu.edu/organization/international-affairs-and-debate-association,N/A,N/A,https://www.instagram.com/pennstatemun,N/A,https://go.microsoft.com/fwlink
International Agriculture and Development (INTAD) Student Association,The purpose of the International Agriculture and Development Student Association is to provide a forum for graduate students interested in International Agriculture and Development to share ideas and discuss issues related...,https://orgcentral.psu.edu/organization/intadstudentassociation-,N/A,N/A,N/A,N/A,https://agsci.psu.edu/international
International Business Association,"The International Business Association is the perfect organization for anyone interested in international business, leadership opportunities, the stock market, study abroad, careers abroad, trivia, riddles, and joining a fantastic community within PSU!",https://orgcentral.psu.edu/organization/iba,N/A,N/A,N/A,N/A,http://www.clubs.psu.edu/up
